Train,Type,From,To,StartTime,EndTime
Train_1,Light Travel,Station0,Station0,507330,507330
Train_1,Train Trip,Station0,Station1,507990,508950
Train_1,Light Travel,Station1,Station1,508950,508950
Train_1,Train Trip,Station1,Station0,509940,510930
Train_1,Light Travel,Station0,Station0,510930,510930
Train_1,Train Trip,Station0,Station1,511590,512550
Train_1,Light Travel,Station1,Station1,512550,512550
Train_1,Train Trip,Station1,Station0,513540,514530
Train_1,Light Travel,Station0,Station0,514530,514530
Train_1,Train Trip,Station0,Station1,515190,516150
Train_1,Light Travel,Station1,Station1,516150,516150
Train_1,Train Trip,Station1,Station0,517140,518130
Train_1,Light Travel,Station0,Station0,518130,518130
Train_1,Train Trip,Station0,Station1,538590,539550
Train_1,Light Travel,Station1,Station1,539550,539550
Train_1,Train Trip,Station1,Station0,540540,541530
Train_1,Light Travel,Station0,Station0,541530,541530
Train_1,Train Trip,Station0,Station1,542190,543150
Train_1,Light Travel,Station1,Station1,543150,543150
Train_1,Train Trip,Station1,Station0,544140,545130
Train_1,Light Travel,Station0,Station0,545130,545130
Train_1,Train Trip,Station0,Station1,545790,546750
Train_1,Light Travel,Station1,Station1,546750,546750
Train_1,Train Trip,Station1,Station0,547740,548730
Train_1,Light Travel,Station0,Station0,548730,548730
Train_1,Train Trip,Station0,Station1,549390,550350
Train_1,Light Travel,Station1,Station1,550350,550350
Train_1,Train Trip,Station1,Station0,551340,552330
Train_1,Light Travel,Station0,Station0,552330,552330
Train_1,Train Trip,Station0,Station1,552990,553950
Train_1,Light Travel,Station1,Station1,553950,553950
Train_1,Train Trip,Station1,Station0,554940,555930
Train_1,Light Travel,Station0,Station0,555930,555930
Train_1,Train Trip,Station0,Station1,556590,557550
Train_1,Light Travel,Station1,Station1,557550,557550
Train_1,Train Trip,Station1,Station0,558540,559530
Train_1,Light Travel,Station0,Station0,559530,559530
Train_1,Train Trip,Station0,Station1,560190,561150
Train_1,Light Travel,Station1,Station1,561150,561150
Train_1,Train Trip,Station1,Station0,562140,563130
Train_1,Light Travel,Station0,Station0,563130,563130
